id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
903817,tiao-she nursing of traditional chinese medicine for mild cognitive disorder: an assessment of clinical evidence,_nan_,chin. j. evid.-based med.,chin.j.evid.-based med.,1672-2531,15,3,_nan_,346-352,"{""li x.-h."",""li g.-c."",""xie y.-l."",""shang h.-c."",""chi k.-l."",""jin y.-h.""}"
904168,"can moxibustion, an ancient treatment modality, be evaluated in a double-blind randomized controlled trial? - a narrative review",_nan_,j. chin. integr. med.,"american journal of critical care : an official publication, american association of critical-care nurses",1672-1977,12,3,_nan_,131-134,"{""zhao b.-x."",""lao l."",""shen x.-y."",""chen h.-y.""}"
904889,myofascial trigger points: spontaneous electrical activity and its consequences for pain induction and propagation,_nan_,chin. med,journal of pain research,1749-8546,6,0,_nan_,_nan_,"{""ge h.-y."",""fern��ndez-de-las-pe̱as c."",""yue s.-w.""}"
905100,coping with arthritis using safer herbal options,_nan_,int. j.  pharmcy pharm. sci.,blood press monit,0975-1491,2,1,_nan_,11-jan,"{""patwardhan s.k."",""bodas k.s."",""gundewar s.s.""}"
908011,left ventricular hypertrophy predicts outcome of hypertension regardless of the type of ventricular arrhythmia present,eng,j hum hypertens,journal of human hypertension,0950-9240 (print) 0950-9240,13,9,1/1/99,617-23,"{""c. gruppi"",""c. medeiros"",""c. d. frimm"",""m. curi"",""e. krieger"",""b. trezza""}"
908690,a robust method for diagnosis of morphological arrhythmias based on hermitian model of higher-order statistics,english,biomedical engineering online,biomed eng online,1475-925x,10,0,1/1/11,22,"{""address correspondence"",""s. karimifard"",""addresses author"",""ahmadian@sina.tums.ac.ir "",""tehran medical physics"",""tehran medical physics"",""department of biomedical systems s. karimifard"",""tums tehran iran email university of medical sciences"",""a. ahmadian"",""tums tehran iran university of medical sciences"",""systems department of biomedical""}"
910604,sinus arrhythmia and pupil size in chiari i malformation: evidence of autonomic dysfunction,english,functional neurology,public health rep,0393-5264,8,4,1/1/93,251-257,"{""p. kruszewski"",""dept of neurology trondheim university hospital l.j. stovner"",""norway trondheim"",""j. m. shen"",""trondheim norway university hospital"",""l. j. stovner"",""trondheim dept. of neurology"",""address correspondence"",""addresses author""}"
911271,electrocardiogram qrs detection using multiscale filtering based on mathematical morphology,english,conference proceedings : ... annual international conference of the ieee engineering in medicine and biology society. ieee engineering in medicine and biology society. conference,j chem phys,1557-170x,2007,0,1/1/07,3196-3199,"{""department of electrical f. zhang"",""electrical department of"",""national computer engineering"",""singapore email elezf nus edu sg university of singapore"",""singapore national university of singapore"",""f. zhang"",""engineering computer"",""address correspondence"",""y. lian"",""addresses author""}"
912377,assessing quality of life in patients after partial laryngectomy,english,hippokratia,hippokratia,1790-8019,18,2,1/1/14,156-61,"{""k. mantsopoulos"",""c. bohr"",""f. hebel""}"
912884,a guide to physiotherapy in cerebral palsy,_nan_,paediatrics and child health,bjog : an international journal of obstetrics and gynaecology,0268-0033 do  - http://dx.doi.org/10.1016/j.clinbiomech.2015.03.009,18,0,1/1/08,410-413,"{""c. e. barber""}"
914007,bound for success: a systematic review of constraint-induced movement therapy in children with cerebral palsy supports improved arm and hand use (structured abstract),_nan_,physical therapy,phys ther,0031-9023,89,11,1/1/09,1126-1141,"{""h. h. huang"",""j. hale"",""l. fetters"",""a. mcbride""}"
914468,effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,_nan_,revista de neurologia,rev.neurol.,0210-0010,46,3,1/1/08,135-138,"{""s. regina-ribeiro"",""c. tortoza"",""r. p. s. lima"",""s. t. t. de freitas"",""p. r. lucareli"",""m. o. lima"",""m. t. pacheco"",""j. gomes-lucareli"",""r. a. lopes-martins""}"
915463,"[commentary on] gait changes in children with cerebral palsy following a neuro-developmental treatment course. adams m, chandler l, shuhmann k, pediatric physical therapy, 2000;12:114-120",_nan_,pediatric physical therapy,neurorehabilitation,1523-536x,14,1,1/1/02,55-56 2p,"{""j. slusarski""}"
916713,"amitriptyline, minocycline and maropitant reduce the sevoflurane minimum alveolar concentration and potentiate remifentanil but do not prevent acute opioid tolerance and hyperalgesia in the rat: a randomised laboratory study.",eng,european journal of anaesthesiology,eur j anaesthesiol,1365-2346,32,4,4/1/15,248-54,"{""delia aguado"",""javier benito"",""ignacio a g���_mez de segura"",""mariana abreu"",""javier garc���_a-fern����ndez""}"
917231,[occupational exposure to sevoflurane in pediatric operating rooms: the multi-point sampling method for risk assessment].,ita,patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.,eur. heart j.,1592-7830,34,3,7/1/12,266-8,"{""v cerabona"",""m wachocka"",""u moscato"",""v camisa"",""m g tucci"",""s zaffina"",""v montaldi"",""a poscia""}"
917417,in vivo effects of different anesthetic agents on apoptosis.,eng,korean journal of anesthesiology,korean j.anesth.,2005-7563,63,1,7/1/12,18-24,"{""hanan f khafagy"",""mona m hassan"",""emad s osman"",""faten m el-shanawany"",""abdel rahman m fathallah"",""yasser m samhan"",""gehan g el-fandy""}"
918698,sevoflurane postconditioning converts persistent ventricular fibrillation into regular rhythm.,eng,european journal of anaesthesiology,eur j anaesthesiol,1365-2346,26,9,9/1/09,766-71,"{""fengjiang zhang"",""gang chen"",""min yan"",""congcong chen""}"
919014,[anesthetic gases exposure: findings from a 13 year environmental and biological monitoring in a hospital company].,ita,patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.,j sports sci,1592-7830,29,3,7/1/07,411-3,"{""m a sanchez"",""s ritzu"",""v capelli"",""p boccalon"",""g arcangeli""}"
919751,bronchial mucus transport velocity in patients receiving propofol and remifentanil versus sevoflurane and remifentanil anesthesia.,eng,anesthesia and analgesia,anesth analg,1526-7598,102,5,5/1/06,1427-30,"{""michael j paech"",""stephan a schug"",""bhavesh patel"",""thomas ledowski""}"
922646,desflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,eng,anesthesiology (hagerstown),nepal med coll j,mar-22,85,5,11/1/96,999-1004,"{""p talke"",""j caldwell"",""b dodsont"",""c a richardson""}"
922795,[toxicology and clinical significance of base-catalized degradation of sevoflurane to compound a].,ger,schlafsțrungen bei kritisch kranken patienten,j psychiatr res,mar-17,45,_nan_,2/1/96,s10-3,"{""r m jones"",""p conzen""}"
923043,[changes in plasma concentrations of human hepatocyte growth factor before and after major intra-abdominal surgery under nitrous oxide-sevoflurane anesthesia].,jpn,jpn. j. anesthesiol.,rinsho byori. the japanese journal of clinical pathology,0021-4892,43,10,10/1/94,1556-9,"{""h fukuda"",""h kasuda"",""j saitoh"",""h mitsuhata"",""y hirabayashi"",""k saitoh"",""r shimizu""}"
925315,[use of statins prior to or following invasive therapy for coronary artery disease].,chi,chung-hua i hsueh tsa chih [chinese medical journal],chung hua i hsueh tsa chih,0376-2491,85,40,10/26/05,2815-7,"{""wei gao""}"
925885,a systematic review on acupuncture for trigeminal neuralgia (provisional abstract),_nan_,alternative therapies in health and medicine,j int neuropsychol soc,1078-6791,16,6,1/1/10,30-35,"{""h li"",""kf chung"",""h liu"",""sp zhang"",""m xu""}"
927711,measures of exposure to the well london phase-1 intervention and their association with health well-being and social outcomes,_nan_,journal of epidemiology & community health,arch. gynecol. obstet.,0143-005x,68,7,1/1/14,597-605,"{""c. bottomley"",""k. lock"",""s. lais"",""a. clow"",""g. yu"",""r. lynch"",""a. renton"",""g. phillips"",""m. petticrew"",""a. draper"",""p. tobi"",""e. schmidt"",""r. hayes"",""d. moore""}"
928952,are physicians and patients in agreement? exploring dyadic concordance,_nan_,health education & behavior,health education & behavior : the official publication of the society for public health education,1090-1981,40,5,1/1/13,603-11,"{""j. j. coran"",""t. koropeckyj-cox"",""c. l. arnold""}"
929252,supporting patient adherence to antiretrovirals using mobile phone reminders: patient responses from south india,_nan_,aids care,ann oncol,0954-0121,24,5,1/1/12,612-7,"{""k. sidney"",""j. antony"",""a. de costa"",""a. shet"",""r. rodrigues"",""s. krishnamurthy"",""g. d'souza"",""k. arumugam""}"
929971,a geographic analysis of chronically homeless adults before and after enrollment in a multi-site supported housing initiative: community characteristics and migration,_nan_,american journal of community psychology,j am acad child adolesc psychiatry,0091-0562,48,3,1/1/11,341-51,"{""r. a. rosenheck"",""j. tsai"",""a. s. mares""}"
931323,prevalence of allergic diseases in poland - ecap study,_nan_,allergy: european journal of allergy and clinical immunology,cytokine,0020-7292,64,0,1/1/09,326-327,"{""n. jakubik"",""l. trzpil"",""f. raciborski"",""u. samolinska-zawisza"",""l. samoli̱ski"",""d. paczesny"",""z. halat"",""j. marszalkowska"",""b. samolinski"",""p. samel-kowalik"",""a. lusawa"",""j. gutowska"",""a. tomaszewska"",""a. walkiewicz""}"
931361,telemedicine in the management of chronic pain: a cost analysis study,_nan_,canadian journal of anaesthesia,acta cytol.,0954-3007,56,8,1/1/09,590-6,"{""r. kern"",""a. pronovost"",""p. peng""}"
931402,providing access to specialty care for severely disabled institutional residents: an academic health center telemedicine model,_nan_,journal of health care for the poor & underserved,j health care poor underserved,1049-2089,20,2,1/1/09,415-422 8p,"{""a. k. marcee"",""s. p. roaten"",""j. b. morrow"",""k. j. kowalske"",""l. e. snell"",""l. l. goetz""}"
931944,"the expert patients programme online, a 1-year study of an internet-based self-management programme for people with long-term conditions",_nan_,chronic illness,atheroscler suppl,"1742-3953, 1742-3953",4,4,1/1/08,247-256 10p,"{""p. l. ritter"",""k. plant"",""d. d. laurent"",""k. r. lorig"",""a. dost"",""i. mcneil""}"
934177,an assessment of voluntary adolescent mental health screening and referral in a children's hospital emergency department,_nan_,proquest llc,brain behav,0-8077-4913-3,0,0,_nan_,_nan_,"{""nct00750412 ""}"
934327,use of a brief phone call after ed discharge,_nan_,proquest llc,brain behav,0-8077-4913-3,0,0,_nan_,_nan_,"{""nct01893931 ""}"
935189,influence of two handwashing frequencies on reduction in colonizing flora with three handwashing products used by health care personnel.,eng,american journal of infection control,am j infect control,0196-6553,17,2,4/1/89,83-88,"{""e larson"",""b a laughon"",""k mayur""}"
938092,continuous aspiration of subglottic secretions in preventing ventilator-associated pneumonia.,_nan_,annals of internal medicine,ann. intern. med.,1539-3704,122,3,1/1/95,179-186,"{""r fernandez"",""j rello"",""n bonsoms"",""a artigas"",""j mestre"",""f baigorri"",""l blanch"",""d fontanals"",""j valles""}"
941515,is prolonged use of computer games a risk factor for deep venous thrombosis in children?,_nan_,"clinical medicine (london, england)",clin med,1473-4893,4,2,1/1/04,190-1,"{""richard j. a. murrin""}"
941646,personality profile and exercise dependence,_nan_,italian journal of psychopathology,endod dent traumatol,1592-1107,13,3,1/1/07,400-405,"{""a. stumpo"",""g. palmieri"",""m. f. pantusa"",""m. marasco"",""v. fuoco""}"
944558,motor cortex stimulation in patients with post-stroke pain: conscious somatosensory response and pain control,eng,neurol res,neurological research,0161-6412 (print) 0161-6412,25,2,1/1/03,153-6,"{""h. oshima"",""k. kobayashi"",""t. yamamoto"",""m. kasai"",""c. fukaya"",""y. katayama""}"
944668,"postamputation pain: epidemiology, mechanisms, and treatment",eng,j pain res,journal of pain research,1178-7090,6,0,1/1/13,121-36,"{""e. hsu"",""s. p. cohen""}"
945021,improvement of action tremor by chronic cortical stimulation,eng,mov disord,movement disorders : official journal of the movement disorder society,0885-3185,13,1,1/1/98,84-8,"{""b. pollin"",""c. geny"",""j. p. nguyen"",""p. cesaro"",""a. feve""}"
946006,primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis,eng,int j gynecol cancer,international journal of gynecological cancer : official journal of the international gynecological cancer society,1048-891x (print)     1048-891x,21,2,1/1/11,378-84,"{""a. j. ghia"",""v. j. gonzalez"",""j. d. tward"",""a. m. stroup"",""d. k. gaffney"",""l. pappas""}"
946112,older women in the homeless shelter: personal perspectives and practice ideas,_nan_,journal of women & aging,best pract res clin gastroenterol,0895-2841,23,4,1/1/11,360-374,"{""jennifer davis-berman""}"
946487,effectiveness of measles vaccination and vitamin a treatment,eng,int j epidemiol,international journal of epidemiology,0300-5771 (print) 0300-5771,39,0,1/1/10,i48-55,"{""a. m. navar"",""n. a. halsey"",""c. r. sudfeld""}"
949067,the impact of advancing age on p-glycoprotein expression and activity: current knowledge and future directions,eng,expert opin drug metab toxicol,expert opinion on drug metabolism & toxicology,1742-5255,3,3,1/1/07,315-20,"{""a. a. mangoni""}"
949775,the prevalence and age-related characteristics of pain in a sample of women veterans receiving primary care,_nan_,journal of women's health (15409996),annales francaises d'anesthesie et de reanimation,1540-9996,15,7,1/1/06,862-869,"{""alicia heapy"",""sally g. haskell"",""m. carrington reid"",""robert d. kerns"",""rebecca k. papas""}"
950233,the vascular depression hypothesis: the influence of age on the relationship between cerebrovascular risk factors and depressive symptoms in community dwelling elders,_nan_,aging & mental health,anadolu kardiyol derg,1360-7863,9,2,1/1/05,146-152,"{""s. a. murrell"",""b. t. mast"",""a. r. azar""}"
950926,factors associated with self-worth in young people with physical disabilities,_nan_,health & social work,clin cardiol,0360-7283,29,3,1/1/04,167-175,"{""beverley j. antle""}"
951143,cystic fibrosis: cost of illness and considerations for the economic evaluation of potential therapies,eng,pharmacoeconomics,pharmacoeconomics,1170-7690,21,14,1/1/03,1001-24,"{""t. welte"",""r. busse"",""n. jalilvand"",""c. krauth""}"
951168,estimating the effect of land leases on prices of inner-city apartment buildings,_nan_,urban studies (routledge),"american journal of critical care : an official publication, american association of critical-care nurses",420980,40,10,1/1/03,2049,"{""christian t. l. janssen""}"
